timestamp,batch_stamp,topic,mode,model,attempts_used,xml_valid,group_count,rect_count,connector_elements_total,overlap_count,error_count,passed,plan_path,svg_path,png_path,failure_type,failure_detail,fatal_error
20260424_211833,20260424_211833,TCP 3-way handshake,v1_direct,openai/gpt-oss-120b,1,True,6,2,4,0,0,True,,svg/tcp_3-way_handshake_20260424_211833_v1_direct.svg,img/tcp_3-way_handshake_20260424_211833_v1_direct.png,,,
20260424_211837,20260424_211833,TCP 3-way handshake,v2_planner,openai/gpt-oss-120b,0,False,0,0,0,0,1,False,,,,planner_invalid,Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat',Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat'
20260424_211837,20260424_211833,Transformer architecture,v1_direct,openai/gpt-oss-120b,5,True,14,14,15,0,1,False,,svg/transformer_architecture_20260424_211833_v1_direct.svg,img/transformer_architecture_20260424_211833_v1_direct.png,connector_missing,No connectors use marker-end arrows.,
20260424_211940,20260424_211833,Transformer architecture,v2_planner,openai/gpt-oss-120b,0,False,0,0,0,0,1,False,,,,planner_invalid,Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat',Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat'
20260424_211940,20260424_211833,Cell structure,v1_direct,openai/gpt-oss-120b,4,True,6,4,5,0,0,True,,svg/cell_structure_20260424_211833_v1_direct.svg,img/cell_structure_20260424_211833_v1_direct.png,,,
20260424_212053,20260424_211833,Cell structure,v2_planner,openai/gpt-oss-120b,0,False,0,0,0,0,1,False,,,,planner_invalid,Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat',Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat'
20260424_212053,20260424_211833,DNS resolution flow,v1_direct,openai/gpt-oss-120b,1,True,7,6,11,0,0,True,,svg/dns_resolution_flow_20260424_211833_v1_direct.svg,img/dns_resolution_flow_20260424_211833_v1_direct.png,,,
20260424_212104,20260424_211833,DNS resolution flow,v2_planner,openai/gpt-oss-120b,0,False,0,0,0,0,1,False,,,,planner_invalid,Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat',Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat'
20260424_212104,20260424_211833,Photosynthesis process,v1_direct,openai/gpt-oss-120b,2,True,6,6,5,0,0,True,,svg/photosynthesis_process_20260424_211833_v1_direct.svg,img/photosynthesis_process_20260424_211833_v1_direct.png,,,
20260424_212138,20260424_211833,Photosynthesis process,v2_planner,openai/gpt-oss-120b,0,False,0,0,0,0,1,False,,,,planner_invalid,Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat',Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat'
20260424_212138,20260424_211833,HTTP request lifecycle,v1_direct,openai/gpt-oss-120b,1,True,8,8,7,0,0,True,,svg/http_request_lifecycle_20260424_211833_v1_direct.svg,img/http_request_lifecycle_20260424_211833_v1_direct.png,,,
20260424_212148,20260424_211833,HTTP request lifecycle,v2_planner,openai/gpt-oss-120b,0,False,0,0,0,0,1,False,,,,planner_invalid,Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat',Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat'
20260424_212148,20260424_211833,Neural network forward pass,v1_direct,openai/gpt-oss-120b,2,True,9,7,6,0,0,True,,svg/neural_network_forward_pass_20260424_211833_v1_direct.svg,img/neural_network_forward_pass_20260424_211833_v1_direct.png,,,
20260424_212219,20260424_211833,Neural network forward pass,v2_planner,openai/gpt-oss-120b,0,False,0,0,0,0,1,False,,,,planner_invalid,Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat',Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat'
20260424_212219,20260424_211833,CPU memory hierarchy,v1_direct,openai/gpt-oss-120b,2,True,7,6,5,0,0,True,,svg/cpu_memory_hierarchy_20260424_211833_v1_direct.svg,img/cpu_memory_hierarchy_20260424_211833_v1_direct.png,,,
20260424_212256,20260424_211833,CPU memory hierarchy,v2_planner,openai/gpt-oss-120b,0,False,0,0,0,0,1,False,,,,planner_invalid,Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat',Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat'
20260424_212256,20260424_211833,Kubernetes pod lifecycle,v1_direct,openai/gpt-oss-120b,2,True,6,6,6,0,0,True,,svg/kubernetes_pod_lifecycle_20260424_211833_v1_direct.svg,img/kubernetes_pod_lifecycle_20260424_211833_v1_direct.png,,,
20260424_212327,20260424_211833,Kubernetes pod lifecycle,v2_planner,openai/gpt-oss-120b,0,False,0,0,0,0,1,False,,,,planner_invalid,Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat',Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat'
20260424_212327,20260424_211833,Blockchain transaction flow,v1_direct,openai/gpt-oss-120b,1,True,6,6,5,0,0,True,,svg/blockchain_transaction_flow_20260424_211833_v1_direct.svg,img/blockchain_transaction_flow_20260424_211833_v1_direct.png,,,
20260424_212342,20260424_211833,Blockchain transaction flow,v2_planner,openai/gpt-oss-120b,0,False,0,0,0,0,1,False,,,,planner_invalid,Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat',Planner failed after 3 tries: 'GroqClientPool' object has no attribute 'chat'
