timestamp,batch_stamp,topic,mode,model,attempts_used,xml_valid,group_count,rect_count,connector_elements_total,overlap_count,error_count,passed,plan_path,svg_path,png_path,failure_type,failure_detail,fatal_error
20260424_154910,20260424_154520,HTTP request lifecycle,v1_direct,openai/gpt-oss-120b,1,True,8,8,7,0,0,True,,svg/http_request_lifecycle_20260424_154520_v1_direct.svg,img/http_request_lifecycle_20260424_154520_v1_direct.png,,,
20260424_154922,20260424_154520,HTTP request lifecycle,v2_planner,openai/gpt-oss-120b,1,True,8,8,8,0,0,True,reports/http_request_lifecycle_20260424_154520_v2_planner_plan.json,svg/http_request_lifecycle_20260424_154520_v2_planner.svg,img/http_request_lifecycle_20260424_154520_v2_planner.png,,,
20260424_155003,20260424_154520,Neural network forward pass,v1_direct,openai/gpt-oss-120b,1,True,7,4,4,0,0,True,,svg/neural_network_forward_pass_20260424_154520_v1_direct.svg,img/neural_network_forward_pass_20260424_154520_v1_direct.png,,,
20260424_155103,20260424_154520,Neural network forward pass,v2_planner,openai/gpt-oss-120b,0,False,0,0,0,0,1,False,,,,planner_invalid,Planner failed after 3 tries: Invalid plan: Nodes too close/overlapping: input_layer vs hidden1; Nodes too close/overlapping: hidden1 vs activation1; Nodes too close/overlapping: activation1 vs hidden2; Nodes too close/overlapping: hidden2 vs activation2; Nodes too close/overlapping: activation2 vs output_layer; Nodes too close/overlapping: activation2 vs loss; Nodes too close/overlapping: output_layer vs loss,Planner failed after 3 tries: Invalid plan: Nodes too close/overlapping: input_layer vs hidden1; Nodes too close/overlapping: hidden1 vs activation1; Nodes too close/overlapping: activation1 vs hidden2; Nodes too close/overlapping: hidden2 vs activation2; Nodes too close/overlapping: activation2 vs output_layer; Nodes too close/overlapping: activation2 vs loss; Nodes too close/overlapping: output_layer vs loss
20260424_155103,20260424_154520,CPU memory hierarchy,v1_direct,openai/gpt-oss-120b,1,True,7,7,6,0,0,True,,svg/cpu_memory_hierarchy_20260424_154520_v1_direct.svg,img/cpu_memory_hierarchy_20260424_154520_v1_direct.png,,,
20260424_155145,20260424_154520,CPU memory hierarchy,v2_planner,openai/gpt-oss-120b,0,False,0,0,0,0,1,False,,,,planner_invalid,Planner failed after 3 tries: Invalid plan: Nodes too close/overlapping: registers vs l1_cache; Nodes too close/overlapping: l1_cache vs l2_cache; Nodes too close/overlapping: l2_cache vs l3_cache; Nodes too close/overlapping: l3_cache vs main_memory; Nodes too close/overlapping: main_memory vs secondary_storage,Planner failed after 3 tries: Invalid plan: Nodes too close/overlapping: registers vs l1_cache; Nodes too close/overlapping: l1_cache vs l2_cache; Nodes too close/overlapping: l2_cache vs l3_cache; Nodes too close/overlapping: l3_cache vs main_memory; Nodes too close/overlapping: main_memory vs secondary_storage
20260424_155145,20260424_154520,Kubernetes pod lifecycle,v1_direct,openai/gpt-oss-120b,1,True,6,6,6,0,0,True,,svg/kubernetes_pod_lifecycle_20260424_154520_v1_direct.svg,img/kubernetes_pod_lifecycle_20260424_154520_v1_direct.png,,,
20260424_155231,20260424_154520,Kubernetes pod lifecycle,v2_planner,openai/gpt-oss-120b,0,False,0,0,0,0,1,False,,,,planner_invalid,Planner failed after 3 tries: Invalid plan: Nodes too close/overlapping: pending vs container_creating; Nodes too close/overlapping: container_creating vs running; Nodes too close/overlapping: running vs succeeded; Nodes too close/overlapping: succeeded vs failed; Nodes too close/overlapping: failed vs terminating,Planner failed after 3 tries: Invalid plan: Nodes too close/overlapping: pending vs container_creating; Nodes too close/overlapping: container_creating vs running; Nodes too close/overlapping: running vs succeeded; Nodes too close/overlapping: succeeded vs failed; Nodes too close/overlapping: failed vs terminating
20260424_155231,20260424_154520,Blockchain transaction flow,v1_direct,openai/gpt-oss-120b,1,True,6,6,5,0,0,True,,svg/blockchain_transaction_flow_20260424_154520_v1_direct.svg,img/blockchain_transaction_flow_20260424_154520_v1_direct.png,,,
20260424_155312,20260424_154520,Blockchain transaction flow,v2_planner,openai/gpt-oss-120b,0,False,0,0,0,0,1,False,,,,planner_invalid,Planner failed after 3 tries: Invalid plan: Nodes too close/overlapping: user_initiates vs transaction_broadcast; Nodes too close/overlapping: transaction_broadcast vs transaction_validation; Nodes too close/overlapping: transaction_validation vs mining_consensus; Nodes too close/overlapping: mining_consensus vs block_added; Nodes too close/overlapping: block_added vs confirmation_to_user,Planner failed after 3 tries: Invalid plan: Nodes too close/overlapping: user_initiates vs transaction_broadcast; Nodes too close/overlapping: transaction_broadcast vs transaction_validation; Nodes too close/overlapping: transaction_validation vs mining_consensus; Nodes too close/overlapping: mining_consensus vs block_added; Nodes too close/overlapping: block_added vs confirmation_to_user
